"Time","Distance","ABS Active","ABS Enabled","AID Allow Tire Blankets","AID Auto Blip","AID Auto Clutch","AID Auto Shift","AID Fuel Rate","AID Ideal Line","AID Mech Damage","AID Stability","AID Tire Wear Rate","Air Density","Air Temp","Ballast","Best Lap Delta","Best Lap Time","Brake Bias","Brake Pos","Brake Temp FL","Brake Temp FR","Brake Temp RL","Brake Temp RR","CG Accel Lateral","CG Accel Longitudinal","CG Accel Vertical","CG Height","Camber FL","Camber FR","Camber RL","Camber RR","Car Coord X","Car Coord Y","Car Coord Z","Car Damage Front","Car Damage Left","Car Damage Rear","Car Damage Right","Car Pos Norm","Caster FL","Caster FR","Chassis Pitch Angle","Chassis Pitch Rate","Chassis Roll Angle","Chassis Roll Rate","Chassis Velocity X","Chassis Velocity Y","Chassis Velocity Z","Chassis Yaw Rate","Clutch Pos","DRS Active","DRS Available","Drive Train Speed","ERS Heat Charging","ERS Is Charging","ERS Max Energy","ERS Power Level","ERS Recovery Level","Engine Brake Setting","Engine Limiter","Engine RPM","Flags","Fuel Level","Gear","Ground Speed","HR Sample Clock","In Pit","KERS Charge","KERS Deployed Energy","KERS Input","KERS Max Energy","LR Sample Clock","Lap Invalidated","Lap Time","Lap Time2","Last Lap Time","Last Sector Time","MR Sample Clock","Max Fuel","Max Power","Max RPM","Max Sus Travel FL","Max Sus Travel FR","Max Sus Travel RL","Max Sus Travel RR","Max Torque","Max Turbo Boost","Num Tires Off Track","Penalties Enabled","Position","Raw Data Sample Rate","Ride Height FL","Ride Height FR","Ride Height RL","Ride Height RR","Road Temp","Self Align Torque FL","Self Align Torque FR","Self Align Torque RL","Self Align Torque RR","Session Lap Count","Session Time Left","Steering Angle","Surface Grip","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","TC Active","TC Enabled","Throttle Pos","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Tire Pressure FL","Tire Pressure FR","Tire Pressure RL","Tire Pressure RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Rubber Grip FL","Tire Rubber Grip FR","Tire Rubber Grip RL","Tire Rubber Grip RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Tire Temp Core FL","Tire Temp Core FR","Tire Temp Core RL","Tire Temp Core RR","Tire Temp Inner FL","Tire Temp Inner FR","Tire Temp Inner RL","Tire Temp Inner RR","Tire Temp Middle FL","Tire Temp Middle FR","Tire Temp Middle RL","Tire Temp Middle RR","Tire Temp Outer FL","Tire Temp Outer FR","Tire Temp Outer RL","Tire Temp Outer RR","Toe In FL","Toe In FR","Toe In RL","Toe In RR","Turbo Boost","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR","Wind Direction","Wind Speed"
"s","m","","","","","","","","","%","%","","kg/m3","C","kg","s","s","%","%","C","C","C","C","G","G","G","mm","deg","deg","deg","deg","m","m","m","","","","","","deg","deg","deg","deg/s","deg","deg/s","m/s","m/s","m/s","deg/s","%","","","rad/s","","","MJ","","","","","rpm","","l","","km/h","","","%","kJ","%","MJ","","","s","s","s","s","","l","hp","rpm","mm","mm","mm","mm","N.m","","","","","Hz","mm","mm","mm","mm","C","N.m","N.m","N.m","N.m","","s","deg","%","mm","mm","mm","mm","","","%","","","","","N","N","N","N","mm","mm","mm","mm","psi","psi","psi","psi","mm","mm","mm","mm","%","%","%","%","deg","deg","deg","deg","%","%","%","%","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","deg","deg","deg","deg","","rad/s","rad/s","rad/s","rad/s","deg","km/h"


"153.900","9383","0.0000","1","1","0","1","0","1","0","0","0","1","1.15234","24","0","-1.3960","85.51","52.999997000","0.00","283.99","281.23","290.65","290.09","-0.162","0.202","0.2968","236.03","-3.30","-3.25","-1.86","-1.832","-320.2","144.13","5.634","0","0","0","0","0.8033","-7.0003460","-7.0003460","0.568","3.883","-0.353","-1.07","77.50","-0.045","0.2813","1.64","100","0.0000","0.0000","213.99","1","0.0000","4","3","5","6","0","11198","0","25.3739","7.000","279.01","0.0000","0","38.48","2911.9","60.000","0","1.0000","0","68.40","68.40","85.51","24.110","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.66","4.29","4.29","24.00","24.00","32","-72.2","40.3","-138.1","99.9","1.0000","-236.76","1.13","100","18.011","17.436","28.137","27.146","0","0","100.00","0.0000","0.0000000","0.0000","0","6847","6497","8705","8442","341.094","340.801","340.381","340.436","25.1651","23.4576","23.9678","23.1339","362.5000","362.5000","362.5000","362.5000","99.4832","99.6465","99.6315","99.6823","0.05","-0.22","-0.22","0.09","-0.04","-0.04","1.25","1.31","114.011","97.242","115.084","106.615","106.56","82.68","99.39","93.34","101.21","78.222","97.33","90.79","95.87","74.780","94.45","88.19","-0.034","-0.221","0.15749","0.15831","1.5996","211.26","211.14","213.98","213.98","-350","3"
"153.950","9387","0.0000","1","1","0","1","0","1","0","0","0","1","1.15234","24","0","-1.3960","85.51","52.999997000","0.00","283.37","280.61","290.17","289.61","-0.188","0.199","0.4312","234.09","-3.23","-3.30","-1.85","-1.800","-323.9","144.95","5.662","0","0","0","0","0.8040","-7.0003460","-7.0003460","0.675","-0.261","-0.345","1.13","77.60","-0.064","0.2020","1.45","100","0.0000","0.0000","214.06","1","0.0000","4","3","5","6","0","11202","0","25.3721","7.000","279.36","1.0000","0","38.43","2915.2","60.000","0","1.0000","0","68.45","68.45","85.51","24.110","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.66","4.77","4.77","20.26","20.26","32","-68.4","36.0","-154.4","107.9","1.0000","-236.81","0.86","100","18.477","17.294","30.270","29.606","0","0","100.00","0.0000","0.0000000","0.0000","0","6738","6183","9072","9045","341.363","341.808","339.240","338.685","25.1665","23.4588","23.9695","23.1358","362.5000","362.5000","362.5000","362.5000","99.4832","99.6464","99.6314","99.6822","0.05","-0.23","-0.24","0.08","-0.04","-0.04","1.20","1.26","114.025","97.253","115.101","106.633","106.18","82.55","99.22","93.24","100.85","78.098","97.16","90.69","95.54","74.661","94.28","88.09","-0.055","-0.200","0.15821","0.15952","1.5997","211.44","211.32","214.03","214.03","-350","3"
"154.000","9391","0.0000","1","1","0","1","0","1","0","0","0","1","1.15233","24","0","-1.3950","85.51","52.999997000","0.00","282.67","279.92","289.63","289.07","-0.159","0.163","-0.2790","239.98","-3.24","-3.30","-1.82","-1.727","-328.0","145.88","5.704","0","0","0","0","0.8048","-7.0003460","-7.0003460","0.595","-0.592","-0.250","2.67","77.69","-0.064","0.0577","1.08","100","0.0000","0.0000","214.65","1","0.0000","4","3","5","6","0","11233","0","25.3701","7.000","279.69","0.0000","0","38.37","2918.9","60.000","0","0.0000","0","68.50","68.50","85.51","24.110","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.66","8.26","8.26","28.08","28.08","32","-55.0","32.4","-91.3","64.9","1.0000","-236.86","0.45","100","17.239","15.941","27.730","27.698","0","0","100.00","0.0000","0.0000000","0.0000","0","6009","5535","6853","6942","343.585","343.984","344.893","344.206","25.1677","23.4597","23.9709","23.1374","362.5000","362.5000","362.5000","362.5000","99.4832","99.6464","99.6314","99.6821","0.06","-0.21","-0.23","0.08","-0.04","-0.05","1.36","1.40","114.037","97.263","115.115","106.650","105.72","82.36","98.97","93.07","100.42","77.923","96.90","90.52","95.13","74.494","94.03","87.92","-0.082","-0.167","0.15729","0.15844","1.5997","211.62","211.53","214.53","214.53","-350","3"
"154.050","9395","0.0000","1","1","0","1","0","1","0","0","0","1","1.15233","24","0","-1.3950","85.51","52.999997000","0.00","282.05","279.31","289.15","288.59","-0.118","0.205","-0.2855","242.11","-3.29","-3.25","-1.79","-1.730","-331.6","146.70","5.735","0","0","0","0","0.8055","-7.0003460","-7.0003460","0.625","0.116","-0.184","0.40","77.78","-0.054","0.2563","0.64","100","0.0000","0.0000","214.80","1","0.0000","4","3","5","6","0","11240","0","25.3682","7.000","280.01","1.0000","0","38.32","2922.2","59.989","0","0.0000","0","68.55","68.55","85.51","24.110","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.66","13.04","13.04","27.74","27.74","32","-36.1","24.0","-106.4","80.8","1.0000","-236.91","0.32","100","15.265","14.780","26.311","26.226","0","0","100.00","0.0000","0.0000000","0.0000","0","4901","4632","7708","7593","347.074","346.901","342.859","342.650","25.1684","23.4603","23.9718","23.1385","362.5000","362.5000","362.5000","362.5000","99.4832","99.6464","99.6313","99.6821","0.09","-0.19","-0.21","0.10","-0.03","-0.04","1.34","1.37","114.044","97.269","115.126","106.662","105.28","82.15","98.72","92.88","100.01","77.730","96.66","90.35","94.74","74.311","93.78","87.75","-0.096","-0.146","0.15698","0.15780","1.5997","211.89","211.84","214.80","214.80","-350","3"
"154.100","9399","0.0000","1","1","0","1","0","1","0","0","0","1","1.15233","24","0","-1.3960","85.51","52.999997000","0.00","281.43","278.70","288.67","288.11","-0.099","0.168","-0.1889","241.50","-3.35","-3.25","-1.82","-1.707","-335.2","147.53","5.761","0","0","0","0","0.8063","-7.0003460","-7.0003460","0.505","-3.132","-0.138","0.87","77.87","-0.035","0.1944","0.45","100","0.0000","0.0000","215.00","1","0.0000","4","3","5","6","0","11251","0","25.3664","7.000","280.34","0.0000","0","38.27","2925.5","59.662","0","0.0000","0","68.60","68.60","85.51","24.110","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.66","9.95","9.95","28.93","28.93","32","-48.9","36.1","-89.6","74.4","1.0000","-236.96","0.36","100","15.701","14.988","26.265","26.441","0","0","100.00","0.0000","0.0000000","0.0000","0","5728","5638","7072","7117","344.605","343.820","344.345","343.706","25.1691","23.4608","23.9730","23.1398","362.5000","362.5000","362.5000","362.5000","99.4832","99.6464","99.6312","99.6820","0.09","-0.18","-0.19","0.12","-0.04","-0.04","1.35","1.36","114.051","97.273","115.137","106.675","104.83","81.93","98.48","92.72","99.59","77.524","96.42","90.19","94.35","74.116","93.55","87.59","-0.094","-0.149","0.15681","0.15762","1.5998","212.03","211.99","214.93","214.93","-350","3"
"154.150","9402","0.0000","1","1","0","1","0","1","0","0","0","1","1.15232","24","0","-1.3950","85.51","52.999997000","0.00","280.74","278.02","288.13","287.58","-0.084","0.189","0.1551","237.61","-3.43","-3.20","-1.85","-1.738","-339.4","148.49","5.786","0","0","0","0","0.8071","-7.0003460","-7.0003460","0.510","1.936","-0.122","-1.13","77.97","-0.024","0.2353","0.56","100","0.0000","0.0000","215.21","1","0.0000","4","3","5","6","0","11262","0","25.3643","7.000","280.68","1.0000","0","38.21","2929.1","59.323","0","0.0000","0","68.65","68.65","85.51","24.110","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.66","5.73","5.73","25.39","25.39","32","-57.8","46.4","-120.8","102.9","1.0000","-237.01","0.32","100","17.230","17.175","26.966","26.722","0","0","100.00","0.0000","0.0000000","0.0000","0","6364","6396","8411","8317","342.568","341.122","341.165","340.767","25.1703","23.4619","23.9742","23.1413","362.5000","362.5000","362.5000","362.5000","99.4832","99.6463","99.6312","99.6820","0.11","-0.16","-0.18","0.13","-0.04","-0.04","1.28","1.30","114.063","97.284","115.150","106.690","104.39","81.76","98.22","92.53","99.17","77.360","96.16","90.00","93.95","73.959","93.29","87.42","-0.100","-0.152","0.15723","0.15781","1.5998","212.42","212.37","215.20","215.20","-350","3"
"154.200","9406","0.0000","1","1","0","1","0","1","0","0","0","1","1.15231","24","0","-1.3950","85.51","52.999997000","0.00","280.08","277.37","287.62","287.07","-0.077","0.176","0.2317","236.15","-3.40","-3.22","-1.90","-1.795","-343.2","149.37","5.812","0","0","0","0","0.8078","-7.0003460","-7.0003460","0.560","-0.062","-0.185","-0.65","78.06","-0.021","0.1757","0.50","100","0.0000","0.0000","215.38","1","0.0000","4","3","5","6","0","11271","0","25.3624","7.000","281.01","0.0000","0","38.16","2932.6","58.991","0","0.0000","0","68.70","68.70","85.51","24.110","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","5.19","5.19","23.30","23.30","32","-60.2","46.1","-125.1","106.3","1.0000","-237.06","0.41","100","17.718","17.372","28.889","28.347","0","0","100.00","0.0000","0.0000000","0.0000","0","6551","6351","8505","8314","341.973","341.309","340.692","340.613","25.1715","23.4630","23.9758","23.1430","362.5000","362.5000","362.5000","362.5000","99.4832","99.6463","99.6311","99.6819","0.11","-0.17","-0.18","0.13","-0.04","-0.04","1.25","1.27","114.075","97.296","115.165","106.707","104.00","81.60","98.02","92.40","98.80","77.214","95.96","89.88","93.60","73.821","93.09","87.29","-0.100","-0.154","0.15803","0.15838","1.5998","212.62","212.59","215.33","215.33","-350","3"
"154.250","9410","0.0000","1","1","0","1","0","1","0","0","0","1","1.15231","24","0","-1.3950","85.51","52.999997000","0.00","279.47","276.76","287.14","286.59","-0.103","0.164","0.0586","237.04","-3.47","-3.26","-1.92","-1.740","-346.7","150.19","5.841","0","0","0","0","0.8085","-7.0003460","-7.0003460","0.571","1.178","-0.182","-0.07","78.13","-0.017","0.1331","0.70","100","0.0000","0.0000","215.70","1","0.0000","4","3","5","6","0","11288","0","25.3606","7.000","281.27","1.0000","0","38.11","2935.6","58.725","0","0.0000","0","68.75","68.75","85.51","24.110","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.66","4.99","4.99","25.36","25.36","32","-65.1","44.4","-109.1","93.2","1.0000","-237.11","0.77","100","17.874","17.379","28.295","27.883","0","0","100.00","0.0000","0.0000000","0.0000","0","6548","6398","7828","7860","341.951","341.079","342.478","341.870","25.1726","23.4640","23.9770","23.1444","362.5000","362.5000","362.5000","362.5000","99.4832","99.6463","99.6310","99.6818","0.09","-0.19","-0.18","0.13","-0.05","-0.04","1.29","1.31","114.086","97.305","115.178","106.722","103.63","81.46","97.81","92.26","98.45","77.083","95.75","89.73","93.27","73.695","92.88","87.15","-0.075","-0.180","0.15772","0.15821","1.5998","212.84","212.78","215.63","215.63","-350","3"
"154.300","9414","0.0000","1","1","0","1","0","1","0","0","0","1","1.15231","24","0","-1.3940","85.51","52.999997000","0.00","278.78","276.08","286.61","286.06","-0.178","0.168","0.1121","237.06","-3.48","-3.22","-1.97","-1.795","-350.9","151.16","5.877","0","0","0","0","0.8094","-7.0003460","-7.0003460","0.638","0.233","-0.192","-0.92","78.23","-0.026","0.1951","1.54","100","0.0000","0.0000","215.89","1","0.0000","4","3","5","6","0","11298","0","25.3584","7.000","281.62","0.0000","0","38.05","2939.4","58.375","0","0.0000","0","68.80","68.80","85.51","24.110","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","6.13","6.13","24.63","24.63","32","-69.4","35.0","-127.4","92.9","1.0000","-237.16","1.80","100","17.260","16.801","28.323","27.782","0","0","100.00","0.0000","0.0000000","0.0000","0","6324","6347","8271","7980","342.725","341.399","341.329","341.482","25.1738","23.4650","23.9785","23.1461","362.5000","362.5000","362.5000","362.5000","99.4832","99.6463","99.6310","99.6817","0.03","-0.24","-0.20","0.11","-0.04","-0.04","1.25","1.31","114.097","97.316","115.194","106.740","103.19","81.30","97.58","92.10","98.03","76.925","95.52","89.58","92.88","73.544","92.65","87.00","-0.001","-0.251","0.15748","0.15841","1.5998","213.13","213.02","215.85","215.85","-350","3"
"154.350","9418","0.0000","1","1","0","1","0","1","0","0","0","1","1.15231","24","0","-1.3940","85.51","52.999997000","0.00","278.17","275.47","286.13","285.58","-0.308","0.178","0.1477","236.56","-3.39","-3.30","-1.96","-1.802","-354.6","152.01","5.911","0","0","0","0","0.8101","-7.0003460","-7.0003460","0.703","1.647","-0.250","-0.74","78.31","-0.062","0.2238","3.00","100","0.0000","0.0000","216.09","1","0.0000","4","3","5","6","0","11308","0","25.3566","7.000","281.90","1.0000","0","38.00","2942.6","58.093","0","0.0000","0","68.85","68.85","85.51","24.110","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","6.72","6.72","23.42","23.42","32","-79.7","19.1","-151.6","90.8","1.0000","-237.21","2.70","100","18.149","16.620","28.757","27.621","0","0","100.00","0.0000","0.0000000","0.0000","0","6482","5519","8660","8521","342.053","343.932","340.456","340.205","25.1749","23.4660","23.9799","23.1476","362.5000","362.5000","362.5000","362.5000","99.4832","99.6462","99.6309","99.6817","-0.03","-0.32","-0.26","0.05","-0.04","-0.03","1.21","1.32","114.109","97.325","115.208","106.755","102.81","81.18","97.38","91.96","97.68","76.812","95.32","89.44","92.55","73.436","92.46","86.87","0.078","-0.331","0.15719","0.15887","1.5999","213.43","213.21","216.07","216.07","-350","3"
"154.400","9422","0.0000","1","1","0","1","0","1","0","0","0","1","1.15230","24","0","-1.3940","85.51","52.999997000","0.00","277.56","274.87","285.65","285.10","-0.395","0.138","-0.0890","238.53","-3.41","-3.29","-1.93","-1.805","-358.2","152.88","5.948","0","0","0","0","0.8108","-7.0003460","-7.0003460","0.641","-2.325","-0.220","2.21","78.39","-0.113","0.1026","3.62","100","0.0000","0.0000","216.37","1","0.0000","4","3","5","6","0","11323","0","25.3547","7.000","282.19","0.0000","0","37.95","2945.8","57.810","0","0.0000","0","68.90","68.90","85.51","24.110","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","7.04","7.04","26.67","26.67","32","-88.0","17.5","-127.8","52.9","1.0000","-237.26","2.48","100","17.642","15.736","28.918","27.398","0","0","100.00","0.0000","0.0000000","0.0000","0","6590","5761","7496","6989","341.865","343.372","343.056","344.037","25.1759","23.4667","23.9813","23.1490","362.5000","362.5000","362.5000","362.5000","99.4831","99.6462","99.6308","99.6816","-0.07","-0.34","-0.32","-0.01","-0.05","-0.04","1.26","1.38","114.119","97.332","115.223","106.769","102.43","81.03","97.19","91.82","97.32","76.675","95.13","89.31","92.21","73.305","92.27","86.73","0.079","-0.329","0.15682","0.15881","1.5999","213.56","213.28","216.26","216.27","-350","3"
"154.450","9426","0.0000","1","1","0","1","0","1","0","0","0","1","1.15230","24","0","-1.3940","85.51","52.999997000","0.00","276.87","274.19","285.12","284.57","-0.388","0.182","-0.0462","238.94","-3.43","-3.29","-1.88","-1.786","-362.4","153.86","5.987","0","0","0","0","0.8116","-7.0003460","-7.0003460","0.684","1.014","-0.212","-0.32","78.47","-0.166","0.2509","3.00","100","0.0000","0.0000","216.56","1","0.0000","4","3","5","6","0","11332","0","25.3527","7.000","282.49","1.0000","0","37.90","2949.3","57.513","0","0.0000","0","68.95","68.95","85.51","24.110","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","9.54","9.54","25.23","25.23","32","-66.5","18.7","-158.8","65.5","1.0000","-237.31","1.08","100","16.919","15.494","28.133","26.154","0","0","100.00","0.0000","0.0000000","0.0000","0","5890","5145","8420","8206","343.999","345.269","341.012","341.152","25.1770","23.4675","23.9826","23.1504","362.5000","362.5000","362.5000","362.5000","99.4831","99.6462","99.6308","99.6816","-0.02","-0.30","-0.34","-0.02","-0.03","-0.04","1.24","1.35","114.129","97.340","115.236","106.784","101.99","80.87","96.95","91.63","96.90","76.528","94.89","89.13","91.82","73.164","92.03","86.56","-0.012","-0.235","0.15648","0.15871","1.5999","213.87","213.62","216.58","216.58","-350","3"
"154.500","9430","0.0000","1","1","0","1","0","1","0","0","0","1","1.15229","24","0","-1.3940","85.51","52.999997000","0.00","276.34","273.66","284.70","284.15","-0.280","0.155","-0.1121","239.34","-3.39","-3.33","-1.75","-1.744","-365.6","154.63","6.016","0","0","0","0","0.8123","-7.0003460","-7.0003460","0.633","-2.173","-0.152","3.27","78.54","-0.150","0.1924","1.20","100","0.0000","0.0000","216.72","1","0.0000","4","3","5","6","0","11341","0","25.3510","7.000","282.74","0.0000","0","37.85","2952.1","57.267","0","1.0000","0","69.00","69.00","85.51","24.110","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","9.03","9.03","26.27","26.27","32","-58.9","31.0","-125.1","64.1","1.0000","-237.35","-0.41","100","16.867","15.222","28.220","26.875","0","0","100.00","0.0000","0.0000000","0.0000","0","6006","5505","7738","7656","343.697","344.211","342.658","342.382","25.1777","23.4679","23.9837","23.1517","362.5000","362.5000","362.5000","362.5000","99.4831","99.6461","99.6307","99.6815","0.05","-0.22","-0.30","0.01","-0.04","-0.04","1.28","1.33","114.137","97.344","115.248","106.796","101.64","80.72","96.79","91.51","96.57","76.380","94.73","89.00","91.51","73.024","91.87","86.44","-0.129","-0.117","0.15687","0.15843","1.5999","213.89","213.78","216.67","216.66","-350","3"
"154.550","9434","0.0000","1","1","0","1","0","1","0","0","0","1","1.15229","24","0","-1.3940","85.51","52.999997000","0.00","275.65","272.98","284.17","283.62","-0.032","0.154","-0.1403","239.49","-3.34","-3.32","-1.85","-1.746","-369.8","155.65","6.051","0","0","0","0","0.8131","-7.0003460","-7.0003460","0.568","-0.073","0.009","1.86","78.62","-0.061","0.1824","-1.25","100","0.0000","0.0000","217.00","1","0.0000","4","3","5","6","0","11356","0","25.3490","7.000","283.02","1.0000","0","37.80","2955.6","56.977","0","1.0000","0","69.05","69.05","85.51","24.110","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.66","8.03","8.03","27.20","27.20","32","-44.3","48.2","-96.3","93.8","1.0000","-237.41","-1.26","100","16.798","16.064","26.741","26.950","0","0","100.00","0.0000","0.0000000","0.0000","0","5959","5887","7412","7884","343.803","342.862","343.684","341.794","25.1787","23.4687","23.9849","23.1531","362.5000","362.5000","362.5000","362.5000","99.4831","99.6461","99.6306","99.6814","0.15","-0.12","-0.18","0.13","-0.04","-0.05","1.34","1.30","114.146","97.353","115.260","106.811","101.20","80.52","96.52","91.32","96.15","76.184","94.46","88.82","91.13","72.837","91.61","86.26","-0.224","-0.025","0.15710","0.15769","1.5999","214.06","214.13","216.97","216.97","-350","3"
"154.600","9438","0.0000","1","1","0","1","0","1","0","0","0","1","1.15228","24","0","-1.3940","85.51","52.999997000","0.00","275.00","272.34","283.66","283.12","0.073","0.157","0.1537","236.42","-3.27","-3.46","-1.86","-1.762","-373.6","156.55","6.080","0","0","0","0","0.8138","-7.0003460","-7.0003460","0.623","1.866","0.078","2.40","78.69","0.029","0.2440","-1.51","100","0.0000","0.0000","217.13","1","0.0000","4","3","5","6","0","11363","0","25.3470","7.000","283.30","0.0000","0","37.75","2958.9","56.699","0","1.0000","0","69.10","69.10","85.51","24.110","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","5.07","5.07","24.32","24.32","32","-49.0","61.0","-100.5","131.8","1.0000","-237.46","-0.45","100","17.565","17.442","27.278","27.982","0","0","100.00","0.0000","0.0000000","0.0000","0","6576","6447","8245","8726","341.918","340.968","341.476","339.823","25.1797","23.4698","23.9862","23.1546","362.5000","362.5000","362.5000","362.5000","99.4831","99.6461","99.6305","99.6813","0.17","-0.11","-0.11","0.20","-0.04","-0.04","1.28","1.23","114.157","97.363","115.273","106.826","100.86","80.35","96.31","91.19","95.83","76.038","94.25","88.69","90.81","72.697","91.40","86.13","-0.181","-0.073","0.15809","0.15736","1.5999","214.31","214.42","217.12","217.12","-350","3"
"154.650","9442","0.0000","1","1","0","1","0","1","0","0","0","1","1.15227","24","0","-1.3940","85.51","52.999997000","0.00","274.40","271.74","283.19","282.64","0.068","0.152","0.1929","235.81","-3.26","-3.47","-1.84","-1.930","-377.4","157.47","6.114","0","0","0","0","0.8146","-7.0003460","-7.0003460","0.655","-0.618","0.144","0.85","78.77","0.053","0.1705","-0.50","100","0.0000","0.0000","217.25","1","0.0000","4","3","5","6","0","11369","0","25.3451","7.000","283.57","1.0000","0","37.70","2962.0","56.431","0","1.0000","0","69.15","69.15","85.51","24.110","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","5.60","5.60","22.75","22.75","32","-49.8","54.1","-103.2","136.3","1.0000","-237.51","0.59","100","17.651","17.445","28.251","29.746","0","0","100.00","0.0000","0.0000000","0.0000","0","6400","6239","8390","8582","342.433","341.591","340.991","339.897","25.1807","23.4707","23.9876","23.1563","362.5000","362.5000","362.5000","362.5000","99.4831","99.6461","99.6305","99.6813","0.14","-0.14","-0.11","0.20","-0.04","-0.03","1.25","1.23","114.167","97.373","115.287","106.844","100.52","80.21","96.12","91.09","95.52","75.901","94.07","88.59","90.51","72.565","91.22","86.03","-0.108","-0.146","0.15828","0.15820","1.5999","214.49","214.53","217.21","217.21","-350","3"
"154.700","9446","0.0000","1","1","0","1","0","1","0","0","0","1","1.15227","24","0","-1.3940","85.51","52.999997000","0.00","273.72","271.07","282.65","282.11","-0.007","0.132","-0.1125","238.00","-3.36","-3.30","-1.87","-1.949","-381.3","158.43","6.152","0","0","0","0","0.8154","-7.0003460","-7.0003460","0.633","1.196","0.181","-1.09","78.84","0.020","0.1366","0.77","100","0.0000","0.0000","217.66","1","0.0000","4","3","5","6","0","11390","0","25.3430","7.000","283.83","0.0000","0","37.65","2965.5","56.170","0","1.0000","0","69.20","69.20","85.51","24.110","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","5.86","5.86","26.74","26.74","32","-50.1","53.0","-93.8","95.9","1.0000","-237.56","0.27","100","17.152","17.547","27.276","28.188","0","0","100.00","0.0000","0.0000000","0.0000","0","6144","6450","7514","7399","343.263","340.891","343.294","343.023","25.1818","23.4718","23.9889","23.1578","362.5000","362.5000","362.5000","362.5000","99.4831","99.6461","99.6304","99.6812","0.13","-0.14","-0.15","0.16","-0.04","-0.04","1.29","1.32","114.177","97.383","115.300","106.860","100.13","80.05","95.88","90.94","95.15","75.755","93.83","88.44","90.16","72.424","90.98","85.88","-0.086","-0.167","0.15737","0.15791","1.5999","214.75","214.71","217.58","217.58","-350","3"
